Customer Satisfaction Score,Response Time,Daily User Logins,Average Session Duration,Survey Response Rate,Transaction Amount,Product Rating,Preferred Communication Channel,Membership Status,Product Category Preference,High-Value Purchase Count,Customer Support Calls,Website Click-Through Rate,Newsletter Open Rate,Social Media Engagement Score,Referral Count,Account Age,Feedback Score,Product Return Rate,Marketing Email Click Rate,Subscription Status,Product Upsell Success,Customer Segment Group,Interest in New Product,Income Level
36,82.61,13,91.45,81.07,1.51,28,Phone,Yes,Gold,54.73,8.08,80,7.6,64.39,11,43,36,No,57.74,0,1,A,No,Medium
66,97.30,89,32.62,21.47,96.03,44,SMS,Yes,Platinum,74.17,20.14,18,32.2,91.33,59,78,72,No,69.04,0,0,A,No,Medium
88,41.44,38,12.08,93.78,48.71,71,Email,Yes,Platinum,59.79,37.99,61,99.6,68.27,50,86,47,No,55.75,0,1,B,No,High
85,18.22,22,64.43,81.85,69.55,44,Phone,Yes,Platinum,90.39,52.99,59,66.7,97.23,81,3,43,No,3.64,1,0,A,Yes,High
64,93.65,37,96.02,38.22,39.19,76,SMS,Yes,Gold,8.90,83.77,48,65.1,47.80,37,41,8,No,51.23,0,0,B,No,High
8,72.99,70,52.17,8.54,29.22,16,Email,Yes,Gold,21.88,78.47,84,70.2,43.33,79,68,99,No,18.77,0,1,A,Yes,High
52,18.03,27,28.21,66.50,85.64,14,Phone,Yes,Platinum,96.12,47.84,25,76.7,16.93,82,87,31,No,11.13,1,1,D,No,High
71,7.39,26,37.31,49.61,50.25,50,SMS,Yes,Basic,27.91,51.07,22,81.8,13.45,17,59,2,No,53.03,0,1,B,No,Low
45,12.73,96,50.50,60.02,48.44,23,Email,Yes,Gold,5.83,50.47,24,70.6,37.79,93,44,68,No,86.35,1,0,B,No,Medium
33,34.58,87,47.36,74.06,47.11,31,Phone,Yes,Gold,49.12,18.57,83,73.8,38.17,94,34,4,No,36.86,0,1,A,Yes,High
89,6.14,40,80.93,51.07,81.37,17,SMS,Yes,Gold,95.72,5.68,94,69.8,48.39,24,28,66,No,3.13,0,1,B,Yes,Medium
4,38.92,94,95.70,49.61,50.25,50,Email,Yes,Platinum,88.52,87.58,54,88.0,68.78,17,84,40,No,97.72,0,1,A,No,Low
13,22.37,90,72.52,90.15,84.48,53,Phone,Yes,Platinum,23.22,92.44,69,80.2,77.61,13,28,76,No,12.49,0,0,A,No,Medium
3,69.10,9,12.86,47.94,1.07,98,SMS,Yes,Basic,6.66,87.44,80,12.1,11.31,74,79,38,No,19.84,1,0,A,Yes,Low
22,54.05,53,81.05,65.06,33.46,69,Email,Yes,Gold,55.69,53.02,63,15.4,80.12,88,52,68,No,65.03,1,1,D,No,Medium
100,76.29,31,12.21,54.45,11.63,46,Phone,Yes,Basic,84.49,43.71,10,64.6,77.84,42,61,45,No,59.70,0,1,A,Yes,Low
17,16.73,87,68.46,12.98,49.51,76,SMS,Yes,Gold,59.36,77.77,15,24.8,77.43,44,18,29,No,4.11,1,0,D,No,Medium
60,36.02,5,15.34,0.53,98.42,65,Email,Yes,Platinum,20.72,49.31,61,36.2,95.86,9,13,86,No,13.02,0,1,B,No,High
30,69.01,97,0.74,64.64,49.96,39,Phone,Yes,Basic,3.04,46.99,20,14.7,35.26,32,46,49,No,13.19,0,0,D,No,Low
23,63.73,93,13.47,43.91,29.71,48,SMS,Yes,Basic,82.90,3.31,57,81.4,11.53,68,21,20,No,36.83,1,1,A,No,High
59,31.03,88,34.99,17.31,55.93,8,Email,Yes,Gold,48.86,53.87,49,21.8,91.61,68,65,84,No,12.11,0,1,A,Yes,Medium
40,87.63,55,82.38,92.71,42.29,29,Phone,Yes,Platinum,50.64,20.59,18,31.7,10.07,49,64,59,No,86.07,0,0,B,No,High
77,32.43,87,88.95,82.01,73.70,84,SMS,Yes,Platinum,16.51,18.26,43,71.9,14.04,19,8,17,No,55.85,1,0,A,No,Low
73,9.53,19,87.60,53.36,98.92,15,Email,Yes,Platinum,64.32,33.71,38,70.0,61.67,36,69,34,No,85.08,1,0,D,Yes,Medium
56,97.71,86,98.53,93.46,87.93,72,Phone,Yes,Gold,94.40,48.32,88,51.0,56.43,82,83,82,No,42.70,1,0,D,Yes,High
36,63.29,25,20.71,41.76,17.18,55,SMS,Yes,Gold,72.10,89.04,71,21.7,66.30,98,85,43,No,1.62,0,1,A,No,High
45,39.02,13,23.41,13.98,34.65,75,Email,Yes,Platinum,36.86,52.54,11,77.9,78.16,38,26,58,No,70.41,1,1,C,No,Low
1,44.75,26,41.03,17.45,67.45,56,Phone,Yes,Basic,85.81,45.43,62,27.7,97.21,45,19,16,No,77.27,1,0,D,Yes,High
37,31.52,45,2.87,53.10,98.68,34,SMS,Yes,Gold,16.95,87.92,72,87.5,69.24,67,53,55,No,57.28,0,0,A,Yes,Low
39,95.75,23,12.78,47.64,44.59,55,Email,Yes,Gold,36.04,91.66,57,2.1,97.82,32,37,91,No,68.50,1,1,C,Yes,Low
22,7.87,43,92.89,52.45,73.29,71,Phone,Yes,Gold,54.00,33.35,79,70.3,78.37,30,58,19,No,36.92,1,0,D,No,Medium
84,18.48,46,70.32,71.22,39.68,42,SMS,Yes,Platinum,64.47,51.23,4,6.0,19.94,36,76,31,No,49.78,0,1,B,Yes,Medium
67,37.55,63,15.16,58.77,17.27,11,Email,Yes,Platinum,88.33,89.91,73,78.2,36.01,54,81,49,No,42.34,0,0,C,Yes,High
51,60.57,39,64.67,44.13,42.63,42,Phone,Yes,Basic,63.87,82.37,46,84.4,17.71,59,36,10,No,48.96,0,0,A,No,High
95,61.94,38,51.50,70.29,52.92,26,SMS,Yes,Gold,7.09,97.51,80,41.3,2.88,93,79,61,No,62.84,1,0,B,No,Medium
27,60.15,35,5.08,15.46,11.35,55,Email,Yes,Basic,63.21,74.91,49,73.8,79.15,25,86,94,No,97.13,0,1,B,No,High
27,45.51,39,18.83,58.58,20.26,41,Phone,Yes,Gold,50.02,18.87,45,47.0,20.29,60,51,33,No,14.24,0,1,A,No,High
47,4.47,37,17.91,69.15,29.60,47,SMS,Yes,Platinum,27.54,43.95,88,23.8,6.26,82,53,90,No,3.55,0,0,A,Yes,High
30,58.86,74,49.34,78.81,41.86,50,Email,Yes,Basic,51.15,88.34,55,10.9,73.10,52,40,69,No,78.53,0,1,C,No,High
37,75.57,6,24.98,47.05,71.47,62,Phone,Yes,Basic,43.37,7.54,12,51.8,97.57,24,78,37,No,16.39,1,0,B,No,Medium
78,15.89,95,23.78,81.53,51.68,74,SMS,Yes,Gold,13.43,26.50,84,74.8,30.64,37,73,82,No,74.07,0,1,C,Yes,High
14,36.75,49,15.27,36.19,68.57,25,Email,Yes,Platinum,36.73,72.69,53,62.8,40.30,59,48,40,No,84.54,1,0,D,No,High
14,27.75,8,4.59,93.88,18.47,59,Phone,Yes,Platinum,32.55,45.76,38,91.1,93.05,37,25,74,No,48.09,1,0,D,Yes,Medium
66,19.10,61,24.20,94.45,8.06,93,SMS,Yes,Platinum,4.50,19.79,35,93.8,75.93,60,44,45,No,72.03,0,1,D,No,Low
79,59.70,92,87.66,76.99,46.22,61,Email,Yes,Gold,91.56,51.89,17,45.9,0.30,74,67,65,No,39.20,1,1,C,No,Low
66,98.17,58,40.74,60.63,3.40,90,Phone,Yes,Gold,85.07,96.28,6,20.7,84.93,45,63,37,No,26.69,1,1,D,No,Low
19,2.32,36,27.29,49.61,50.25,50,SMS,Yes,Platinum,37.98,1.03,97,71.8,23.86,31,90,25,No,84.11,0,0,A,Yes,Low
82,23.33,64,67.13,82.17,91.10,6,Email,Yes,Basic,92.82,58.21,57,84.0,99.23,94,61,100,No,70.06,0,1,A,No,High
81,87.57,85,53.74,33.98,84.19,74,Phone,Yes,Gold,56.92,26.81,2,22.7,61.19,25,1,7,No,46.48,1,1,D,No,Medium
52,1.56,96,92.27,66.41,21.34,14,SMS,Yes,Gold,39.57,21.32,72,57.5,88.87,22,34,49,No,98.16,1,1,D,Yes,Low
51,94.38,50,22.80,15.60,90.97,100,Email,Yes,Gold,86.18,34.67,2,3.8,82.56,42,97,42,No,47.05,0,1,C,No,Low
23,35.79,63,30.37,27.92,38.04,62,Phone,Yes,Platinum,70.00,81.18,83,55.0,42.49,19,66,58,No,61.47,1,0,D,No,Low
99,92.85,40,45.78,60.59,63.80,23,SMS,Yes,Platinum,99.13,99.60,35,84.8,26.07,16,85,56,No,83.26,0,1,A,No,High
48,66.42,35,10.96,49.61,50.25,50,Email,Yes,Basic,46.24,74.63,55,60.8,94.62,46,81,34,No,76.83,0,0,A,Yes,Medium
54,80.70,15,40.73,72.67,70.36,24,Phone,Yes,Gold,32.71,51.50,34,53.2,84.08,13,41,63,No,78.16,1,1,A,Yes,Medium
99,35.09,49,24.27,5.55,12.55,24,SMS,Yes,Basic,31.93,14.37,48,90.7,99.33,90,7,16,No,16.16,1,0,D,Yes,High
52,20.32,1,69.61,49.61,50.25,50,Email,Yes,Gold,7.50,46.32,43,20.3,77.50,91,26,25,No,68.69,1,0,A,Yes,High
99,39.52,47,6.54,70.55,78.86,33,Phone,Yes,Platinum,54.22,39.72,72,61.5,53.24,21,85,43,No,20.12,0,1,A,Yes,Low
3,22.94,75,15.62,15.59,45.57,45,SMS,Yes,Basic,76.90,60.39,32,19.7,87.76,14,58,61,No,5.68,0,0,C,Yes,Medium
15,18.71,78,24.43,21.99,31.91,76,Email,Yes,Basic,27.81,45.82,88,19.7,33.86,95,77,27,No,93.39,0,1,C,Yes,High
28,36.82,97,53.64,90.91,12.85,24,Phone,Yes,Gold,29.40,59.56,92,50.3,52.77,55,28,42,No,39.97,0,1,C,No,Low
98,90.49,62,71.28,23.76,14.40,55,SMS,Yes,Platinum,98.47,24.80,77,28.4,97.44,26,37,48,No,27.55,0,1,D,No,High
13,86.97,89,6.67,74.87,88.39,74,Email,Yes,Platinum,54.27,88.99,67,45.8,86.03,0,27,44,No,99.56,0,1,C,No,High
35,68.22,46,53.58,95.54,43.66,31,Phone,Yes,Platinum,30.27,52.52,16,26.8,85.07,91,39,83,No,21.63,1,0,A,No,Low
92,10.59,58,34.18,86.66,1.34,77,SMS,Yes,Gold,17.22,81.79,50,6.2,3.27,25,71,43,No,13.61,0,0,A,Yes,Medium
2,4.90,10,84.61,85.54,63.84,5,Email,Yes,Gold,80.25,44.85,46,49.7,47.39,51,8,81,No,3.11,0,1,D,Yes,Medium
2,90.18,36,49.23,37.52,90.71,83,Phone,Yes,Platinum,60.21,21.12,33,94.5,87.11,44,32,58,No,19.42,0,1,D,No,High
56,88.01,33,88.53,49.61,50.25,50,SMS,Yes,Basic,80.96,73.96,16,94.2,87.38,24,68,43,No,79.10,1,1,B,Yes,High
39,8.37,10,78.77,57.61,97.37,95,Email,Yes,Gold,17.21,45.17,29,50.9,64.78,30,54,63,No,92.45,1,1,D,Yes,Medium
56,55.01,38,95.77,61.30,22.23,1,Phone,Yes,Gold,46.63,97.21,49,85.4,14.06,45,35,3,No,39.87,0,0,A,No,Medium
97,27.43,38,84.15,49.61,50.25,50,SMS,Yes,Gold,3.83,17.92,59,15.3,75.39,23,32,4,No,25.57,1,0,C,Yes,Low
30,41.52,41,59.89,49.61,50.25,50,Email,Yes,Platinum,29.49,89.54,67,46.8,70.44,1,32,78,No,80.02,0,1,A,No,Medium
21,24.53,72,75.59,40.82,7.50,48,Phone,Yes,Platinum,68.46,2.38,277,74.7,53.05,59,81,67,No,97.40,0,1,B,No,High
69,33.81,6,56.00,77.01,74.29,62,SMS,Yes,Basic,4.99,74.01,66,77.1,88.49,83,35,98,No,37.92,1,1,D,No,Low
23,88.65,40,0.01,30.39,99.61,74,Email,Yes,Gold,63.97,91.88,49,54.8,56.77,95,34,86,No,74.08,1,1,A,No,Medium
60,37.03,83,71.91,45.15,73.49,1,Phone,Yes,Basic,60.35,80.24,5,14.9,0.96,24,98,37,No,99.01,1,1,C,Yes,Low
76,99.48,89,18.21,74.81,49.81,13,SMS,Yes,Gold,36.12,80.89,68,87.8,18.59,65,86,23,No,28.48,1,0,A,Yes,Low
12,19.34,9,94.96,46.63,47.75,30,Email,Yes,Platinum,26.35,92.54,49,43.7,80.38,49,27,44,No,29.52,0,1,C,Yes,Medium
79,26.64,60,91.44,76.53,12.20,55,Phone,Yes,Basic,14.80,96.32,85,85.8,24.62,56,49,83,No,53.79,0,1,B,No,Low
4,48.63,51,13.45,14.40,93.65,19,SMS,Yes,Basic,64.20,91.27,40,78.0,37.74,24,89,48,No,90.56,1,0,A,No,Medium
85,87.52,90,80.75,49.61,50.25,50,Email,Yes,Gold,15.46,33.21,91,97.1,15.05,66,97,21,No,29.65,1,1,C,Yes,High
90,57.38,95,31.79,49.37,2.27,99,Phone,Yes,Platinum,16.52,41.99,32,95.2,77.12,21,54,67,No,91.67,1,0,C,No,Low
21,19.01,84,33.75,65.97,15.08,80,SMS,Yes,Platinum,23.93,14.10,25,62.2,43.59,48,47,79,No,1.40,1,0,D,Yes,High
32,90.71,48,92.58,24.15,40.74,5,Email,Yes,Platinum,71.51,72.41,43,1.3,13.10,24,2,22,No,12.57,1,0,D,Yes,Medium
48,42.82,68,22.71,48.68,80.74,16,Phone,Yes,Gold,42.92,81.46,47,23.5,48.51,44,25,35,No,85.93,0,1,D,No,High
77,12.46,57,77.79,48.94,9.79,84,SMS,Yes,Gold,2.79,61.78,42,43.4,80.44,5,74,71,No,57.72,0,1,C,Yes,Medium
25,77.08,23,38.11,74.69,43.04,77,Email,Yes,Platinum,75.15,7.42,85,13.7,58.65,33,60,5,No,71.42,0,1,D,No,Low
15,79.32,46,80.02,92.85,10.33,36,Phone,Yes,Basic,4.92,68.13,50,3.1,30.36,41,34,2,No,8.12,1,1,D,Yes,High
70,26.36,50,43.08,48.40,76.26,2,SMS,Yes,Gold,1.07,71.90,88,31.1,65.30,100,16,28,No,0.33,1,0,B,Yes,Low
71,55.00,99,69.80,80.69,42.25,96,Email,Yes,Gold,37.71,36.56,56,84.9,33.01,83,16,17,No,26.33,0,1,D,Yes,Medium
3,80.43,44,81.68,28.01,55.02,99,Phone,Yes,Gold,15.40,24.35,13,28.8,52.38,93,40,99,No,58.90,0,0,B,No,Low
11,40.46,53,77.93,0.60,81.39,27,SMS,Yes,Platinum,95.19,90.00,63,72.5,70.21,52,77,45,No,74.38,0,1,A,Yes,Low
90,31.10,69,3.99,49.61,50.25,50,Email,Yes,Platinum,59.67,87.57,15,50.1,87.61,7,20,51,No,70.71,0,1,A,No,Medium
12,79.90,46,74.91,81.76,79.34,98,Phone,Yes,Basic,96.33,20.22,54,41.0,62.37,44,99,78,No,36.69,1,1,B,Yes,Medium
24,57.37,89,62.40,83.18,53.36,84,SMS,Yes,Gold,66.65,5.74,44,13.9,23.03,54,54,80,No,94.43,1,0,B,No,Low
52,7.58,15,10.46,9.50,14.64,89,Email,Yes,Basic,69.78,60.89,75,69.8,60.08,11,7,16,No,52.19,0,0,C,No,High
20,54.57,19,14.11,49.61,50.25,50,Phone,Yes,Gold,81.40,59.25,68,15.4,72.26,5,32,43,No,55.92,0,1,C,No,Medium
47,69.04,61,76.41,69.20,48.44,52,SMS,Yes,Platinum,81.64,14.90,77,92.8,90.98,91,67,25,No,28.38,1,0,C,No,High
59,54.93,15,46.34,92.85,93.82,48,Email,Yes,Basic,84.09,29.47,91,11.9,31.63,64,9,39,No,51.12,1,0,C,Yes,Medium
78,28.63,68,0.98,49.61,50.25,50,Phone,Yes,Basic,96.97,71.98,64,9.8,44.06,19,38,14,No,51.31,0,1,C,Yes,Low
76,0.81,14,57.13,64.83,4.16,67,SMS,Yes,Gold,49.17,75.24,60,86.6,53.41,1,85,92,No,19.02,0,0,D,Yes,Medium
19,51.88,89,38.29,49.61,50.25,50,Email,Yes,Platinum,71.52,67.71,39,48.4,21.18,69,21,56,No,18.45,0,0,C,Yes,Low
16,26.27,40,9.29,95.21,99.90,87,Phone,Yes,Platinum,43.29,1.89,16,54.6,92.71,93,71,48,No,41.40,0,0,D,No,Medium
40,49.41,46,1.45,32.14,3.88,88,SMS,Yes,Platinum,4.07,25.62,40,59.9,35.20,48,68,4,No,28.48,1,0,C,No,Low
46,18.43,47,44.19,14.71,36.29,81,Email,Yes,Gold,74.40,54.32,27,9.7,73.82,63,82,69,No,45.25,0,0,C,No,High
63,63.53,65,35.54,50.58,5.84,53,Phone,Yes,Gold,61.99,32.74,40,47.5,12.89,24,6,97,No,63.37,1,1,A,No,Medium
66,65.38,11,81.67,49.61,50.25,50,SMS,Yes,Platinum,60.08,50.86,65,78.4,32.90,41,59,78,No,1.48,0,0,A,No,Medium
78,47.68,42,14.68,46.03,63.75,50,Email,Yes,Basic,81.78,19.18,49,60.4,53.20,66,68,40,No,44.22,1,1,D,No,Medium
13,54.59,71,82.83,49.61,50.25,50,Phone,Yes,Gold,55.81,12.47,84,4.8,85.25,81,30,4,No,80.43,1,0,D,Yes,High
51,80.34,66,39.45,89.20,52.71,87,SMS,Yes,Gold,87.97,30.67,22,97.9,47.36,100,25,10,No,31.22,0,0,B,Yes,Low
35,97.33,53,46.63,8.96,8.48,51,Email,Yes,Gold,55.87,30.12,81,9.0,0.81,94,2,86,No,94.68,0,1,D,Yes,High
72,35.34,30,55.74,8.13,41.89,53,Phone,Yes,Platinum,2.79,70.84,77,85.4,19.81,50,46,76,No,79.78,0,0,A,Yes,Low
37,74.11,83,50.26,95.81,15.22,30,SMS,Yes,Platinum,92.02,63.94,5,50.9,6.92,33,2,5,No,98.22,1,0,B,Yes,High
4,26.12,34,48.80,69.78,65.61,63,Email,Yes,Basic,36.10,67.24,53,57.9,29.83,29,45,3,No,49.10,0,1,C,Yes,Medium
17,89.56,58,59.76,6.58,8.03,50,Phone,Yes,Gold,58.92,737.31,31,97.5,97.58,62,38,85,No,60.36,0,0,C,No,Low
92,17.32,18,96.19,51.20,9.78,8,SMS,Yes,Basic,57.69,72.22,28,6.8,78.62,17,72,8,No,75.32,1,0,B,No,Low
82,64.79,35,29.96,70.20,72.41,64,Email,Yes,Gold,61.22,24.02,20,86.4,17.99,21,62,32,No,53.01,0,1,B,Yes,Medium
75,98.09,8,28.45,85.38,89.75,22,Phone,Yes,Platinum,2.25,78.59,6,73.4,94.40,33,34,24,No,47.28,0,1,A,No,Low
19,53.47,59,43.63,41.77,42.53,23,SMS,Yes,Basic,18.46,47.55,44,41.4,44.61,25,79,20,No,32.24,1,1,B,Yes,Low
33,39.36,87,82.37,92.12,83.86,13,Email,Yes,Basic,29.23,78.48,70,19.9,17.98,22,31,68,No,42.42,1,1,A,Yes,Low
72,71.78,62,35.81,5.87,23.67,93,Phone,Yes,Gold,0.99,31.05,80,57.1,86.89,96,22,55,No,62.17,0,1,B,Yes,High
17,72.31,7,34.07,31.35,89.15,87,SMS,Yes,Platinum,19.12,81.99,67,70.1,42.69,65,24,53,No,68.47,1,1,A,No,High
45,66.58,88,53.69,42.01,3.92,55,Email,Yes,Platinum,21.46,99.26,59,76.9,96.90,75,94,36,No,96.40,1,1,C,Yes,Low
7,91.98,44,30.09,91.48,99.88,61,Phone,Yes,Platinum,63.29,80.63,74,74.8,80.50,21,56,11,No,81.78,1,1,B,No,Low
15,37.24,58,80.47,51.33,93.15,10,SMS,Yes,Gold,77.09,25.52,98,75.7,65.33,87,59,29,No,58.88,0,1,C,Yes,High
13,12.06,67,45.88,54.62,92.71,78,Email,Yes,Gold,16.34,89.68,35,73.6,67.95,71,89,63,No,66.89,1,0,B,Yes,Low
86,91.61,7,41.46,41.86,80.03,34,Phone,Yes,Platinum,64.27,96.86,53,38.9,1.76,16,95,26,No,17.22,1,1,A,No,High
13,57.36,16,66.34,81.42,72.77,32,SMS,Yes,Basic,96.19,46.52,47,24.9,12.30,74,75,49,No,24.37,0,1,B,Yes,Medium
71,87.56,69,6.19,32.00,35.69,58,Email,Yes,Gold,9.75,89.71,58,14.5,83.64,63,89,76,No,56.38,0,0,A,Yes,Medium
82,99.75,2,32.23,57.00,39.44,97,Phone,Yes,Gold,79.70,10.10,22,13.2,50.00,53,74,87,No,53.01,1,1,B,Yes,Medium
93,12.57,85,83.71,49.61,50.25,50,SMS,Yes,Gold,71.19,4.97,10,16.5,68.89,12,18,94,No,69.40,0,0,D,No,High
96,4.08,38,43.09,96.67,76.01,94,Email,Yes,Platinum,33.09,65.70,16,55.3,94.11,70,45,92,No,46.93,1,0,A,Yes,Medium
98,31.05,34,59.45,74.20,52.00,62,Phone,Yes,Platinum,57.74,65.92,1,57.6,94.26,10,11,20,No,85.36,0,0,C,No,Medium
54,30.63,59,84.31,94.51,30.47,93,SMS,Yes,Basic,71.05,30.70,43,14.2,23.05,62,61,46,No,86.72,0,0,C,Yes,High
55,69.77,45,79.69,7.23,61.99,4,Email,Yes,Gold,21.04,9.20,77,0.1,54.91,92,79,60,No,79.02,1,1,D,Yes,High
35,84.13,55,89.05,55.44,32.36,96,Phone,Yes,Basic,56.26,50.09,30,56.1,57.46,24,80,34,No,98.80,0,0,D,No,High
18,10.80,57,67.66,40.06,94.87,25,SMS,Yes,Gold,3.60,19.59,57,32.6,48.94,79,50,47,No,14.63,1,1,B,No,Medium
20,85.71,63,74.48,48.86,68.89,43,Email,Yes,Platinum,25.29,70.38,13,23.2,72.54,23,63,71,No,50.52,0,0,D,No,Medium
48,6.99,36,71.43,74.41,58.78,75,Phone,Yes,Basic,29.26,65.02,66,86.4,31.89,64,34,91,No,78.82,1,0,B,Yes,Low
65,81.99,62,15.97,30.36,33.75,43,SMS,Yes,Basic,48.01,5.97,70,54.8,90.51,20,96,91,No,89.80,0,0,B,No,Low
11,46.33,84,59.19,4.85,40.85,70,Email,Yes,Gold,87.16,21.50,86,92.6,63.42,49,81,62,No,45.14,1,0,C,Yes,Low
49,62.89,88,2.33,16.23,16.50,22,Phone,Yes,Platinum,87.88,25.82,74,97.5,65.60,4,11,84,No,40.41,1,0,A,Yes,High
76,70.07,10,22.05,10.88,80.79,60,SMS,Yes,Platinum,93.26,96.58,63,62.6,58.00,8,77,88,No,19.35,0,0,B,No,Medium
46,15.75,69,70.81,98.65,37.87,73,Email,Yes,Platinum,5.99,4.22,26,100.0,2.08,42,52,31,No,37.32,0,0,C,No,Medium
26,36.13,44,56.25,64.24,12.42,15,Phone,Yes,Gold,64.66,96.37,61,17.4,32.82,55,31,46,No,70.60,1,0,C,Yes,High
78,85.02,7,56.46,98.72,75.52,59,SMS,Yes,Gold,79.40,54.34,31,87.5,81.16,78,77,19,No,19.68,0,0,D,No,High
31,57.26,57,33.96,89.65,13.12,39,Email,Yes,Platinum,47.08,4.21,78,66.1,84.27,29,55,96,No,90.38,1,1,C,No,Low
68,20.94,86,19.15,48.98,11.44,65,Phone,Yes,Basic,54.59,92.07,79,57.4,7.52,66,34,74,No,48.20,0,1,C,No,Low
62,98.68,68,88.22,12.62,29.62,77,SMS,Yes,Gold,60.29,96.61,77,98.9,12.22,46,25,67,No,89.35,1,0,C,Yes,Medium
95,23.75,9,63.14,6.44,55.42,70,Email,Yes,Gold,33.49,80.57,87,66.6,62.74,29,47,23,No,65.04,1,0,D,Yes,Medium
82,39.49,6,91.18,52.53,3.10,43,Phone,Yes,Gold,4.12,77.94,51,32.0,82.63,11,16,39,No,85.39,1,0,C,No,Medium
89,68.42,79,84.86,49.61,50.25,50,SMS,Yes,Platinum,99.96,16.82,12,83.4,84.52,55,28,31,No,86.56,0,0,A,No,Low
8,3.05,21,61.23,45.42,60.18,9,Email,Yes,Platinum,17.27,54.60,26,93.3,46.68,31,95,21,No,17.08,0,1,D,Yes,Medium
92,62.66,81,28.25,21.27,44.42,83,Phone,Yes,Basic,59.24,50.56,46,54.9,41.88,79,7,35,No,36.56,0,0,C,No,Low
44,75.45,1,60.28,98.20,40.28,54,SMS,Yes,Gold,1153.56,12.59,8,28.1,17.45,82,76,97,No,28.74,1,1,B,No,High
78,85.22,40,70.42,49.61,50.25,50,Email,Yes,Basic,92.42,43.84,90,0.6,63.23,46,4,47,No,21.32,1,0,D,No,Low
1,54.15,95,45.01,49.61,50.25,50,Phone,Yes,Gold,37.35,56.48,67,10.1,30.09,84,17,65,No,62.49,1,0,D,Yes,Medium
52,64.69,79,16.85,49.61,50.25,50,SMS,Yes,Platinum,7.02,54.80,46,6.3,93.12,35,74,96,No,68.26,1,0,A,Yes,High
12,70.52,28,16.17,24.02,40.61,81,Email,Yes,Basic,25.38,94.57,22,32.6,48.82,45,31,2,No,7.69,1,1,D,Yes,High
52,90.96,4,45.79,69.96,6.62,23,Phone,Yes,Basic,35.66,11.15,53,86.6,58.85,22,22,34,No,54.19,1,1,D,No,Medium
80,18.46,19,86.74,23.10,55.43,21,SMS,Yes,Gold,76.97,23.59,51,98.1,52.29,44,4,58,No,90.68,0,0,B,No,High
82,23.71,58,60.18,92.56,2.41,48,Email,Yes,Platinum,27.98,67.62,28,40.3,3.28,36,70,55,No,82.03,1,1,B,No,Low
8,41.41,17,11.82,11.37,0.03,79,Phone,Yes,Platinum,5.65,4.53,79,1.3,86.48,20,95,76,No,29.26,0,1,D,Yes,Low
21,84.77,77,48.92,49.61,50.25,50,SMS,Yes,Platinum,0.54,77.30,11,20.1,94.61,36,84,16,No,62.72,1,1,B,No,Low
66,1.75,60,14.49,3.97,51.76,23,Email,Yes,Gold,34.17,42.26,16,72.2,82.30,70,44,56,No,73.54,1,1,C,Yes,Low
84,59.33,46,14.48,80.39,80.89,31,Phone,Yes,Gold,49.47,50.48,101,25.9,5.58,73,72,29,No,42.95,1,0,A,Yes,High
18,6.02,26,81.94,77.02,23.57,6,SMS,Yes,Platinum,71.10,51.98,14,2.1,84.02,28,55,15,No,5.42,1,0,D,Yes,High
27,67.35,81,11.71,27.40,15.96,45,Email,Yes,Basic,18.68,84.95,82,61.8,71.55,56,39,24,No,89.86,0,0,D,Yes,Medium
27,84.46,56,51.98,12.32,85.15,32,Phone,Yes,Gold,19.88,49.15,89,43.3,17.24,49,63,87,No,77.78,1,1,B,Yes,Medium
91,34.30,95,13.17,87.84,22.72,56,SMS,Yes,Gold,42.13,14.41,54,39.1,44.47,7,83,35,No,63.24,0,1,A,Yes,Medium
9,39.81,88,7.72,65.07,42.85,86,Email,Yes,Gold,63.70,17.16,80,24.3,83.04,27,22,94,No,53.98,0,0,C,Yes,Medium
14,89.96,8,85.94,47.92,15.64,53,Phone,Yes,Platinum,67.01,6.59,649,22.7,29.89,46,91,82,No,47.76,0,0,A,Yes,High
22,55.12,23,45.65,2.61,31.62,71,SMS,Yes,Platinum,87.59,39.45,36,25.7,46.19,83,71,17,No,44.67,0,0,C,Yes,Medium
50,19.68,68,98.20,49.61,50.25,50,Email,Yes,Basic,74.19,66.93,25,5.7,80.01,68,88,7,No,15.96,1,1,D,No,Low
91,7.81,81,97.15,5.24,91.21,95,Phone,Yes,Gold,94.96,1.66,56,58.0,65.19,22,47,41,No,33.40,0,1,A,No,Low
95,87.63,46,38.56,44.47,26.91,61,SMS,Yes,Basic,5.91,85.90,15,49.5,50.86,63,61,70,No,3.61,1,1,C,Yes,Low
21,7.81,24,49.93,49.61,50.25,50,Email,Yes,Gold,94.09,67.35,95,45.6,2.03,79,9,94,No,65.88,1,0,A,No,High
34,62.76,25,73.91,69.65,0.87,10,Phone,Yes,Platinum,32.50,76.59,53,10.6,5.20,10,37,30,No,62.55,0,0,D,Yes,High
31,59.73,27,18.99,38.68,1.76,97,SMS,Yes,Basic,56.54,30.88,1,5.4,67.32,21,54,28,No,99.89,0,1,C,Yes,Low
50,29.21,72,3.43,27.40,85.56,40,Email,Yes,Basic,28.25,84.85,85,41.8,60.39,72,70,33,No,91.83,0,1,B,Yes,Low
77,10.63,84,48.30,29.14,61.76,17,Phone,Yes,Gold,66.78,35.04,85,8.4,77.01,44,31,94,No,42.31,0,0,A,Yes,Low
